model,version,table,field,type,length,precision,scale,default
pedsnet-bigint,v3.5,condition_era,condition_era_id,biginteger,,,,
pedsnet-bigint,v3.5,condition_era,person_id,biginteger,,,,
pedsnet-bigint,v3.5,condition_era,condition_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,condition_era,condition_era_start_date,date,,,,
pedsnet-bigint,v3.5,condition_era,condition_era_end_date,date,,,,
pedsnet-bigint,v3.5,condition_era,condition_occurrence_count,biginteger,,,,
