model,version,table,field,type,name
pedsnet,v2.2,measurement,measurement_id,primary key,xpk_measurement
pedsnet,v2.2,measurement,measurement_concept_id,not null,
pedsnet,v2.2,measurement,measurement_date,not null,
pedsnet,v2.2,measurement,measurement_id,not null,
pedsnet,v2.2,measurement,measurement_source_value,not null,
pedsnet,v2.2,measurement,measurement_time,not null,
pedsnet,v2.2,measurement,measurement_type_concept_id,not null,
pedsnet,v2.2,measurement,person_id,not null,
pedsnet,v2.2,measurement,value_source_value,not null,
