model,version,table,field,type,length,precision,scale,default
omop,4.0.0,concept_ancestor,ancestor_concept_id,integer,,,,
omop,4.0.0,concept_ancestor,descendant_concept_id,integer,,,,
omop,4.0.0,concept_ancestor,max_levels_of_separation,number,,20,5,
omop,4.0.0,concept_ancestor,min_levels_of_separation,number,,20,5,
