model,version,table,field,name,order
omop,v5,condition_occurrence,condition_concept_id,idx_condition_concept_id,
omop,v5,condition_occurrence,visit_occurrence_id,idx_condition_visit_id,
omop,v5,condition_occurrence,person_id,idx_condition_person_id,
