model,version,table,field,required,ref_table,ref_field,standard,description
omop,v5.4,episode_event,episode_id,Yes,episode,episode_id,,Use this field to link the EPISODE_EVENT record to its EPISODE.
omop,v5.4,episode_event,event_id,Yes,,,,This field is the primary key of the linked record in the database.
omop,v5.4,episode_event,episode_event_field_concept_id,Yes,concept,concept_id,,This field is the CONCEPT_ID that identifies which table the primary key of the linked record came from.
