model,version,table,field,type,name
omop,v5,specimen,specimen_id,primary key,xpk_specimen
omop,v5,specimen,person_id,not null,
omop,v5,specimen,specimen_concept_id,not null,
omop,v5,specimen,specimen_date,not null,
omop,v5,specimen,specimen_id,not null,
omop,v5,specimen,specimen_type_concept_id,not null,
