model,version,table,field,type,length,precision,scale,default
omop,v5.4,note_nlp,note_nlp_id,biginteger,,,,
omop,v5.4,note_nlp,note_id,biginteger,,,,
omop,v5.4,note_nlp,section_concept_id,integer,,,,
omop,v5.4,note_nlp,snippet,string,250,,,
omop,v5.4,note_nlp,offset,string,50,,,
omop,v5.4,note_nlp,lexical_variant,string,250,,,
omop,v5.4,note_nlp,note_nlp_concept_id,integer,,,,
omop,v5.4,note_nlp,note_nlp_source_concept_id,integer,,,,
omop,v5.4,note_nlp,nlp_system,string,250,,,
omop,v5.4,note_nlp,nlp_date,date,,,,
omop,v5.4,note_nlp,nlp_datetime,datetime,,,,
omop,v5.4,note_nlp,term_exists,string,1,,,
omop,v5.4,note_nlp,term_temporal,string,50,,,
omop,v5.4,note_nlp,term_modifiers,string,2000,,,
