model,version,table,field,type,length,precision,scale,default
omop,v5.4,concept,concept_class_id,string,20,,,
omop,v5.4,concept,concept_code,string,50,,,
omop,v5.4,concept,concept_id,integer,,,,
omop,v5.4,concept,concept_name,string,255,,,
omop,v5.4,concept,domain_id,string,20,,,
omop,v5.4,concept,invalid_reason,string,1,,,
omop,v5.4,concept,standard_concept,string,1,,,
omop,v5.4,concept,valid_end_date,date,,,,
omop,v5.4,concept,valid_start_date,date,,,,
omop,v5.4,concept,vocabulary_id,string,20,,,
