model,version,table,field,type,name
pedsnet,2.0.0,observation,observation_id,primary key,xpk_observation
pedsnet,2.0.0,observation,observation_concept_id,not null,
pedsnet,2.0.0,observation,observation_date,not null,
pedsnet,2.0.0,observation,observation_id,not null,
pedsnet,2.0.0,observation,observation_type_concept_id,not null,
pedsnet,2.0.0,observation,person_id,not null,
